X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,label,damage_category,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
8,6,4.566429357671661,131.7,578.8,2.4336133554004498,20.7,45,2.2,0,1.0,moderate,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,4.542230386214217,133.3,699.6,2.322387720290225,21.9,35,1.8,0,1.0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,6,4.461299815568389,90.4,609.6,2.028148247292285,17.4,50,4.0,0,1.0,moderate,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7,4,4.526126978647638,142.4,601.4,2.451005098112319,20.1,39,5.4,0,1.0,moderate,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.520701029361641,126.5,686.5,2.0794415416798357,17.7,39,2.2,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,4.513054897080286,96.9,624.2,2.2925347571405443,14.2,53,1.8,0,1.0,moderate,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,4.513054897080286,96.9,624.2,2.2925347571405443,20.3,39,4.9,0,1.0,moderate,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,4.412798293340635,9.1,55.2,1.308332819650179,5.8,54,5.8,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,4.513054897080286,99.6,631.2,1.9878743481543455,19.2,44,2.7,0,1.0,moderate,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,4.511957804265912,82.9,735.7,1.9740810260220096,18.3,45,2.2,0,1.0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,6,4.497584975308154,147.3,614.5,2.302585092994046,14.4,66,5.4,0,1.0,moderate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3,4.536891345234797,124.1,680.7,2.2512917986064953,23.9,32,6.7,0,1.0,moderate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,6,4.45318382899021,32.8,664.2,1.3862943611198906,19.1,32,4.0,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,4,4.475061500641071,15.6,48.3,1.589235205116581,12.4,53,2.2,0,1.0,moderate,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,4,4.529368472571809,48.5,696.1,2.4932054526026954,16.8,45,4.5,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,6,4.552823705615882,135.7,586.7,2.7788192719904172,20.8,34,4.9,0,1.0,moderate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,4.5217885770490405,129.5,692.6,2.0794415416798357,17.6,46,3.1,0,1.0,moderate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,6,4.5031374604229395,51.3,102.2,2.3608540011180215,11.5,39,5.8,0,1.0,moderate,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,4.520701029361641,126.5,686.5,2.0794415416798357,21.0,42,2.2,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,4,4.519612297626445,41.9,89.4,2.186051276738094,13.3,42,0.9,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,4.51852237926242,44.0,92.4,1.8718021769015913,11.5,60,4.0,0,1.0,moderate,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,5,4.523960130562548,48.3,97.8,2.6026896854443837,11.7,33,4.0,0,1.0,moderate,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,4.566429357671661,131.7,578.8,2.4336133554004498,24.2,28,2.7,0,1.0,moderate,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.562262684976815,108.3,647.1,2.8903717578961645,24.6,22,4.5,0,1.0,moderate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,5,4.542230386214217,133.3,699.6,2.322387720290225,24.3,25,4.0,0,1.0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,4.562262684976815,108.3,647.1,2.8903717578961645,24.6,22,4.5,0,1.0,moderate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,5,4.552823705615882,135.7,586.7,2.7788192719904172,23.5,36,5.4,0,1.0,moderate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,4.412798293340635,9.1,55.2,1.308332819650179,5.8,54,5.8,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4.542230386214217,137.0,706.4,2.322387720290225,21.5,15,0.9,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.5217885770490405,129.5,692.6,2.0794415416798357,13.9,59,6.3,0,1.0,moderate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,5,4.5217885770490405,129.5,692.6,2.0794415416798357,21.6,33,2.2,0,1.0,moderate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.511957804265912,37.6,83.7,2.1041341542702074,12.4,54,3.6,0,1.0,moderate,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,4.441474093317302,8.7,32.1,1.1314021114911006,8.8,68,2.2,0,1.0,moderate,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,6,4.526126978647638,37.9,673.8,1.8245492920510458,20.2,37,2.7,0,1.0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,6,4.517431271680085,50.1,100.4,2.174751721484161,15.1,64,4.0,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4.542230386214217,137.0,706.4,2.322387720290225,22.1,34,1.8,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,4.548599834499697,139.4,594.2,3.0587070727153796,22.9,31,7.2,0,1.0,moderate,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,5,4.5217885770490405,129.5,692.6,2.0794415416798357,20.7,37,2.2,0,1.0,moderate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.536891345234797,117.9,668.0,2.580216829592325,19.6,33,6.3,0,1.0,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,3,4.550714000192032,80.9,685.2,2.9391619220655967,23.2,26,4.9,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4.517431271680085,43.7,686.9,2.0412203288596382,18.4,25,3.1,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,4,4.548599834499697,139.4,594.2,3.0587070727153796,5.1,96,5.8,0,1.0,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,4,4.557029810660157,85.1,692.3,2.827313621929028,20.1,47,4.9,0,1.0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3,4.484131857611035,52.2,103.8,1.791759469228055,11.0,46,5.8,0,1.0,high,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4.529368472571809,35.8,80.8,2.174751721484161,17.0,27,4.9,0,1.0,high,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4.529368472571809,35.8,80.8,2.174751721484161,17.0,27,4.9,0,1.0,high,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4.536891345234797,124.1,680.7,2.2512917986064953,16.9,60,1.3,0,1.0,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,4.4953553199808844,91.8,709.9,2.0918640616783932,12.4,73,6.3,0,1.0,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4.542230386214217,133.3,699.6,2.322387720290225,19.4,19,1.3,0,1.0,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,5,4.511957804265912,39.7,86.6,1.9740810260220096,15.2,27,3.1,0,1.0,high,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,6,4.513054897080286,99.6,631.2,1.9878743481543455,16.2,59,3.1,0,1.0,high,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.546481189639412,141.2,713.9,2.7013612129514133,18.6,49,3.6,0,1.0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.484131857611035,52.2,103.8,1.791759469228055,11.0,46,5.8,0,1.0,high,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,4.492001487882454,150.3,309.9,2.0541237336955462,13.4,79,3.6,0,1.0,high,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,4,4.511957804265912,82.9,735.7,1.9740810260220096,15.4,57,4.5,0,1.0,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,4,4.548599834499697,149.3,728.6,2.2082744135228043,22.9,39,4.9,0,1.0,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,4.529368472571809,48.5,696.1,2.4932054526026954,16.1,44,4.0,0,1.0,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,6,4.534747721691546,81.8,480.8,2.5572273113676265,20.1,34,4.5,0,1.0,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,6,4.548599834499697,149.3,728.6,2.2082744135228043,28.3,26,3.1,0,1.0,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,6,4.534747721691546,81.8,480.8,2.5572273113676265,16.4,43,4.0,0,1.0,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.542230386214217,133.3,699.6,2.322387720290225,26.4,21,4.5,0,1.0,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,4.548599834499697,149.3,728.6,2.2082744135228043,27.8,27,3.1,0,1.0,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,4,4.5217885770490405,129.5,692.6,2.0794415416798357,18.7,43,2.7,0,1.0,very high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,4,4.447346100794524,73.4,671.9,1.4350845252893227,24.3,36,3.1,0,1.0,very high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4.537961436294641,121.1,674.4,2.2617630984737906,17.7,25,3.1,0,1.0,very high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,6,4.526126978647638,142.4,601.4,2.451005098112319,19.6,41,5.8,0,1.0,very high,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.537961436294641,121.1,674.4,2.2617630984737906,18.2,46,1.8,0,1.0,very high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,4.5217885770490405,129.5,692.6,2.0794415416798357,18.8,40,2.2,0,1.0,very high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.537961436294641,121.1,674.4,2.2617630984737906,25.1,27,4.0,0,1.0,very high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,4.417635062141249,3.0,7.9,1.5040773967762742,13.4,75,1.8,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4.48863636973214,17.2,43.5,1.5686159179138452,15.2,51,2.7,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,4,4.430816798843313,23.3,85.3,1.1939224684724346,16.7,20,3.1,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4.55597994179732,122.3,589.9,2.631888840136646,15.4,66,4.0,0,1.0,moderate,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,4,4.530446639792155,175.1,700.7,2.6946271807700692,21.9,73,7.6,1,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,4.530446639792155,175.1,700.7,2.6946271807700692,22.4,54,7.6,0,1.0,moderate,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.530446639792155,175.1,700.7,2.6946271807700692,26.8,38,6.3,0,1.0,low,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,4.530446639792155,175.1,700.7,2.6946271807700692,25.7,39,5.4,0,1.0,low,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,4.534747721691546,91.6,503.6,2.3608540011180215,20.7,70,2.2,0,1.0,low,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,6,4.544358046591334,157.3,666.7,2.6741486494265287,28.7,28,2.7,0,0.0,No damage,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,4,4.544358046591334,157.3,666.7,2.6741486494265287,21.7,40,0.4,0,1.0,moderate,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,5,4.544358046591334,157.3,666.7,2.6741486494265287,26.8,25,3.1,0,1.0,low,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,5,4.544358046591334,157.3,666.7,2.6741486494265287,24.0,36,3.1,0,1.0,low,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,5,4.544358046591334,157.3,666.7,2.6741486494265287,22.1,37,3.6,0,1.0,low,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7,4,4.531523645819793,109.2,565.5,2.1972245773362196,21.4,38,2.7,0,1.0,moderate,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,3,4.528289141652134,138.1,621.7,1.9878743481543455,18.9,41,3.1,0,1.0,moderate,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,4.483002552013883,77.0,694.8,1.791759469228055,22.3,46,4.0,0,0.0,No damage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.55597994179732,117.2,581.1,2.4849066497880004,23.9,41,2.2,0,1.0,moderate,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,4.55597994179732,117.2,581.1,2.4849066497880004,21.4,44,2.7,0,1.0,low,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.530446639792155,170.9,692.3,2.6878474937846906,20.6,59,0.9,0,0.0,No damage,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,4,4.530446639792155,170.9,692.3,2.6878474937846906,23.7,40,1.8,0,1.0,moderate,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,4.549657476057833,97.9,542.0,2.7343675094195836,28.3,32,4.0,0,1.0,moderate,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.528289141652134,112.4,573.0,2.2925347571405443,11.2,84,7.6,0,1.0,moderate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,4.528289141652134,112.4,573.0,2.2925347571405443,21.4,42,3.1,0,1.0,moderate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,3,4.522874943261261,141.1,629.1,2.0918640616783932,19.3,39,3.6,0,1.0,moderate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.557029810660157,167.6,684.4,2.639057329615259,21.8,53,3.1,0,1.0,moderate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.550714000192032,102.2,550.3,2.747270914255491,22.1,54,7.6,0,1.0,low,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,5,4.557029810660157,131.7,607.1,3.1654750481410856,19.4,55,4.0,0,1.0,low,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.533674184283021,152.6,658.2,2.72785282839839,23.7,24,3.1,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.533674184283021,152.6,658.2,2.72785282839839,21.0,32,3.1,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.533674184283021,152.6,658.2,2.72785282839839,19.1,53,2.7,0,1.0,moderate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.533674184283021,152.6,658.2,2.72785282839839,21.8,56,3.1,0,1.0,low,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.533674184283021,152.6,658.2,2.72785282839839,20.1,58,4.5,0,1.0,moderate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,5,4.533674184283021,152.6,658.2,2.72785282839839,20.2,47,4.0,0,1.0,moderate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,6,4.447346100794524,27.2,353.5,2.0541237336955462,4.8,57,8.5,0,1.0,moderate,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,6,4.442651256490317,27.8,354.6,1.840549633397487,5.1,61,8.0,0,1.0,moderate,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4,6,4.449685283147696,26.4,352.0,1.0986122886681096,5.1,61,4.9,0,1.0,moderate,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4,4.45898767581001,25.4,349.7,1.2809338454620645,4.6,21,8.5,0,1.0,moderate,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,4,4.45898767581001,25.4,349.7,1.2809338454620645,4.6,21,8.5,0,1.0,moderate,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4,4.45898767581001,25.4,349.7,1.2809338454620645,4.6,21,8.5,0,1.0,moderate,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4,4.45898767581001,25.4,349.7,1.2809338454620645,4.6,21,8.5,0,1.0,moderate,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,6,4.450852825603734,26.7,352.6,1.62924053973028,2.2,59,4.9,0,1.0,moderate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,5,4.45898767581001,25.4,349.7,1.2809338454620645,5.1,24,8.5,0,1.0,moderate,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,3,4.45318382899021,27.5,353.5,1.4816045409242156,4.2,51,4.0,0,0.0,No damage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,4,4.476199804691132,6.6,18.7,1.4350845252893227,8.8,35,3.1,0,1.0,moderate,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5,4,4.456670177669648,4.9,15.8,1.9878743481543455,7.5,46,8.0,0,1.0,moderate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,5,4.552823705615882,169.7,411.8,2.5877640352277083,23.4,40,6.3,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,6,4.523960130562548,183.1,437.7,2.6026896854443837,12.6,90,7.6,1,0.0,No damage,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7,4,4.528289141652134,104.2,474.9,2.302585092994046,22.1,49,2.7,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,4,4.528289141652134,104.2,474.9,2.302585092994046,24.2,32,1.8,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,4,4.528289141652134,104.2,474.9,2.302585092994046,24.3,30,1.8,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,4.528289141652134,104.2,474.9,2.302585092994046,18.7,53,1.8,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,4,4.528289141652134,104.2,474.9,2.302585092994046,25.3,39,0.9,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,4.528289141652134,100.2,466.3,1.9878743481543455,22.9,40,1.3,0,1.0,moderate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,6,4.544358046591334,180.4,430.8,2.4849066497880004,26.9,28,5.4,0,1.0,high,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8,6,4.535820107853298,88.8,440.9,2.2512917986064953,17.1,67,3.6,0,1.0,moderate,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,5,4.544358046591334,180.4,430.8,2.4849066497880004,22.2,48,1.3,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,4,4.515245478460105,89.5,290.8,2.0014800002101243,14.3,46,1.8,0,1.0,low,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,6,4.515245478460105,89.5,290.8,2.0014800002101243,15.4,45,2.2,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,6,4.523960130562548,147.8,377.2,2.617395832834079,19.6,43,4.9,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,5,4.515245478460105,93.3,298.1,2.1400661634962708,20.7,25,4.9,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,5,4.515245478460105,93.3,298.1,2.1400661634962708,19.1,39,5.4,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,6,4.522874943261261,94.1,232.1,2.0918640616783932,19.2,38,4.5,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,6,4.522874943261261,94.1,232.1,2.0918640616783932,19.2,38,4.5,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,5,4.455509411433685,28.0,113.8,1.5040773967762742,11.3,94,4.9,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,4.506454213048934,84.1,714.3,1.9021075263969205,19.0,52,2.2,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,4.506454213048934,84.1,714.3,1.9021075263969205,17.1,53,5.4,0,1.0,low,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.506454213048934,84.1,714.3,1.9021075263969205,23.8,35,3.6,0,1.0,moderate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,4.536891345234797,105.8,758.1,2.388762789235098,16.0,45,1.8,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,4.536891345234797,105.8,758.1,2.388762789235098,24.9,27,2.2,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,4.536891345234797,105.8,758.1,2.388762789235098,25.3,27,2.7,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.536891345234797,105.8,758.1,2.388762789235098,24.8,28,1.8,0,1.0,moderate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.539030383483547,115.4,777.1,2.2823823856765264,24.3,27,4.9,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,4,4.539030383483547,115.4,777.1,2.2823823856765264,19.7,41,1.8,0,1.0,moderate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,4,4.523960130562548,134.7,817.5,2.1041341542702074,18.5,30,2.7,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,5,4.536891345234797,96.2,739.4,2.2617630984737906,18.6,24,5.8,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4.536891345234797,96.2,739.4,2.2617630984737906,19.2,24,4.9,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.541164856012179,119.0,783.5,2.1400661634962708,21.6,27,2.2,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,4.541164856012179,119.0,783.5,2.1400661634962708,21.6,28,6.3,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.541164856012179,119.0,783.5,2.1400661634962708,18.9,34,7.2,0,1.0,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,4.541164856012179,119.0,783.5,2.1400661634962708,16.8,28,4.0,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.541164856012179,119.0,783.5,2.1400661634962708,16.8,28,4.0,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,4.51852237926242,136.9,822.8,2.0541237336955462,12.9,39,2.7,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.489759334476764,53.3,726.9,1.8562979903656263,13.7,56,1.8,0,1.0,moderate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,4.534747721691546,102.3,751.5,2.2407096892759584,24.2,27,3.1,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,4.534747721691546,102.3,751.5,2.2407096892759584,24.1,27,3.1,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.534747721691546,102.3,751.5,2.2407096892759584,21.2,32,2.2,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.534747721691546,102.3,751.5,2.2407096892759584,19.7,35,1.8,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.534747721691546,102.3,751.5,2.2407096892759584,23.5,27,4.0,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,4.534747721691546,102.3,751.5,2.2407096892759584,24.2,27,3.1,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,4.523960130562548,124.4,795.3,2.2512917986064953,21.5,28,4.5,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4.523960130562548,124.4,795.3,2.2512917986064953,17.1,41,2.2,0,1.0,moderate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,4.533674184283021,87.7,721.1,2.3513752571634776,18.1,54,3.1,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,4.528289141652134,108.4,764.0,1.9740810260220096,18.0,51,5.4,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.528289141652134,108.4,764.0,1.9740810260220096,9.8,86,1.8,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,4.528289141652134,108.4,764.0,1.9740810260220096,19.3,44,2.2,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.528289141652134,108.4,764.0,1.9740810260220096,23.0,34,2.2,0,1.0,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,6,4.528289141652134,108.4,764.0,1.9740810260220096,22.7,35,2.2,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,4.528289141652134,108.4,764.0,1.9740810260220096,20.4,41,1.8,0,1.0,moderate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
